title	category	speaker	date	url	times
低维碳基结构功能一体化复合材料	含弘讲坛	李宜彬 教授	2018-10-17	/seeyon/xndxNewsData.do?method=userView&id=dm9FZ2hnZkE4NC9HbGptcUptYlEyT0dFTXJNRUd6R0c=	605
中国畜牧兽医学会兽医产科学分会第十四次学术研讨会  	含弘讲坛	张涌：	2018-10-25	/seeyon/xndxNewsData.do?method=userView&id=Vm9UVkRKaC90Ti9IMXN4REZGQlJFMHBtY1dpajRrRGw=	399
地理教育类期刊投稿建议	含弘讲坛	卢红、苏小兵、雷鸣、杨娅娜	2018-10-25	/seeyon/xndxNewsData.do?method=userView&id=OXVBamFuTUVGd21UNFZ0NVVLU3FaSHRPMzZiOWFuU2Q=	493
创建跨学科研究和研究生课程	含弘讲坛	茹智远教授(Prof Chee-Yoon Yue)	2018-10-22	/seeyon/xndxNewsData.do?method=userView&id=bTdVekNuY05DL3hXYTJTNFkyWlUxWWNnQWpNSGVnRlM=	398
国家自然科学基金NSFC-RS合作交流项目学术研讨会	含弘讲坛	Simon Foster博士, 英国约克大学	2018-10-17	/seeyon/xndxNewsData.do?method=userView&id=M1UvckwrclhBY3NGY01OTmowZXJKakhCY2tmSm5DWE4=	930
围绕文学史的读与写	雨僧讲坛	吴福辉	2018-10-18	/seeyon/xndxNewsData.do?method=userView&id=NmFVWURvK2h5OHQxcXVHTlJtRzlIV1o4VkJ0WE84ZGw=	730
中国抗战大后方研究中心跨学科学术论坛暨第六十九次学术沙龙活动通告	光大讲坛	刘本森 山东师范大学历史与社会发展学院副教授	2018-10-25	/seeyon/xndxNewsData.do?method=userView&id=aWlxMktwVkFCUysrSU1SYzBWYmlGMWE5UEVHeW1tRDM=	391
基于天然产物“优势结构”的候选药物发现	含弘讲坛	南发俊 研究员	2018-10-18	/seeyon/xndxNewsData.do?method=userView&id=YzhpbTc2TkRwU3grdHZmT0QvejlXVVRnTDNCV1ZncFY=	601
柑桔主要病虫害持续控制基础研究学科创新（111）引智基地学术报告	含弘讲坛	Francesco Di Serio博士	2018-10-18	/seeyon/xndxNewsData.do?method=userView&id=Y0JoWXFOOE4xTndqdVYzL0hjUFNaNkNESVZDMTFQZEQ=	650
出土文献整理出版规范漫谈	雨僧讲坛	王素研究员	2018-10-16	/seeyon/xndxNewsData.do?method=userView&id=dnp4RkFNT253RndHSFFIa1ZJNXg3aUQvWSthczNkbU4=	454
人工智能——创新之路	雨僧讲坛	李莉教授	2018-10-30	/seeyon/xndxNewsData.do?method=userView&id=aW9qZWpVaUtzTC9CNUlGQXk1QnI4WHM3WnNPYzhJano=	808
科协学术讲堂	含弘讲坛	江桂斌院士  中科院生态环境研究中心	2018-10-17	/seeyon/xndxNewsData.do?method=userView&id=aXFraDVpNFl2a2MyRkpjRFh2YUNIZERkRy8zTW5OT0Q=	350
核电关键结构材料的应力腐蚀开裂研究	含弘讲坛	匡文军 教授，西安交通大学	2018-10-17	/seeyon/xndxNewsData.do?method=userView&id=MkZsMzZVVlpnbHM1YW84aGw0aXRBY2NNS2pSanczVWY=	436
中国对国家土地系统可持续发展紧迫形势的响应	光大讲坛	1、澳大利亚迪肯大学工程、建筑与环境学部生命与环境科学学院布雷特&bull;布莱恩（Brett Bryan）</p>	2018-10-19	/seeyon/xndxNewsData.do?method=userView&id=VXFwWk1oT2NneFhXQTJ2MTFnR2dzd1pNL3ppMHlDejU=	470
“传播中医文化 打造健康生活”国医名师义诊走进西南大学	含弘讲坛	刘渝松，主任中医师，重庆市中医骨科医院	2018-10-10	/seeyon/xndxNewsData.do?method=userView&id=OHdocUxJNHIwenFJS2pmTGM0QlB2MUJ6eWlLWVMzOVQ=	585
Linux磁盘存储系统中自适应I/O调度机制的研究	含弘讲坛	廖剑伟，西南大学计算机与信息科学学院教授	2018-09-27	/seeyon/xndxNewsData.do?method=userView&id=bkc1Rzl2Mk82MG1BbTNjUFovRDIyWjN3VVoxa0NhZk4=	513
神经动力学优化与网络群体智能	含弘讲坛	曹进德 （欧洲科学院院士、欧洲科学与艺术院院士、巴基斯坦科学院院士、IEEE Fellow、全国创新争先奖获得者、东南大学首席教授）	2018-10-09	/seeyon/xndxNewsData.do?method=userView&id=YkdsZ0tCSnhEUUw3VzlkZUNzZC9ZeVM4SGgzYjFrUWc=	418
真菌中A-to-I mRNA 编辑的发生、功能和进化 	含弘讲坛	刘慧泉 西北农林科技大学教授	2018-10-09	/seeyon/xndxNewsData.do?method=userView&id=N3hiQ3AzMG9VMVhxT3IreG5hL0tnWWlWdnI0UEhvNVM=	497
理论导向性的催化剂在能源应用方面的发现	含弘讲坛	赵惠军教授	2018-09-20	/seeyon/xndxNewsData.do?method=userView&id=QUxqSktYdXJKZTNFV3FpZUlIMlgwOFhRVk5GWE00Yjc=	640
决策的脑电网络研究	含弘讲坛	徐 鹏	2018-10-09	/seeyon/xndxNewsData.do?method=userView&id=Kys4UGNUN3BqOU9vTTMvTUNYaHBmb2lUZzNzYURlTlk=	453
戏剧，将成为我们日常生活的下一个消费“爆款”吗？	雨僧讲坛	黄波（重庆市文化研究院）	2018-10-16	/seeyon/xndxNewsData.do?method=userView&id=L1J4RXNUeFg5RzByUzlXUkFMZkNGeExNUkhDT1VMbHM=	679
最是书香能致远	雨僧讲坛	南京大学徐雁教授	2018-10-09	/seeyon/xndxNewsData.do?method=userView&id=SldzNlVSU1pwVnk5elByVk1QYm9tWHFBdG9Kc1lZM28=	709
质体介导的RNAi抗虫机制与应用	含弘讲坛	张江 教授 湖北大学	2018-10-11	/seeyon/xndxNewsData.do?method=userView&id=NzdhOTFHWkNySjJqMDV5Y0pOYnYvRCtmVXJNWGVlUUY=	371
文本与历史	雨僧讲坛	洪子诚	2018-10-09	/seeyon/xndxNewsData.do?method=userView&id=a1JtRnpHS1FTTVpBV3pvSS9MdFZSVi9TRWZVSHV5cW4=	964
作物疫病菌重编程寄主免疫反应的机制初探	含弘讲坛	董莎萌 南京农业大学教授	2018-10-09	/seeyon/xndxNewsData.do?method=userView&id=UmZMZThYeFlrd1ZXTExxM3IvNHlWTlpvUkVZN0xuTlg=	565
澳大利亚格里菲斯大学的介绍	含弘讲坛	南德.潘克赫斯特教授	2018-09-20	/seeyon/xndxNewsData.do?method=userView&id=LzFYZ0oyaUJFczRvQVBmeUVnVElsKzJka0tlQXVRamM=	851
小昆虫，大世界	含弘讲坛	杜喜翠 博士，植物保护学院教授，硕士生导师。	2018-09-20	/seeyon/xndxNewsData.do?method=userView&id=eEZzYWFKenI5WnJHWXZZQlltQU9VeXozc1pFWjd6blM=	1114
古籍误读举隅	雨僧讲坛	孟蓬生教授	2018-09-10	/seeyon/xndxNewsData.do?method=userView&id=NWx4bHRWM28zWDcraEMrdjE1UDhPVUpzaFlpSlRUVEo=	1236
欧拉方程和Onsager猜想	含弘讲坛	郭柏灵院士（北京应用物理与计算数学研究所）	2018-09-06	/seeyon/xndxNewsData.do?method=userView&id=ckRZZHRoZHJuQ2E2R3A2a1FSNEliM3VTN0RxRHZsZHU=	1267
文化产业价值与重庆文化产业发展	雨僧讲坛	朱茂	2018-09-28	/seeyon/xndxNewsData.do?method=userView&id=TGVJTGFGRzhvWmc4YU8zUlNUNXJJS2N0RENWa0MrYTc=	514
学术方法论漫谈	雨僧讲坛	张永清教授	2018-09-26	/seeyon/xndxNewsData.do?method=userView&id=NWR1T0tPK2tUUDBBT2RYWUhXNHVsNk94VDBKZWcvTnA=	663
同途而殊归——略谈《周易》和数术的关系	雨僧讲坛	王化平 教授	2018-09-18	/seeyon/xndxNewsData.do?method=userView&id=OXRoeG1YelA2b0FrazFEeTA1L1JBamhEcFlmcmtJcXA=	1042
结构用轻量化材料的焊接与耐久性研究	含弘讲坛	陈 道 伦   博士	2018-07-24	/seeyon/xndxNewsData.do?method=userView&id=cWc5Y0NINExiZ2ZjekhiTXNmaytBaytnK1drZXZxZ2k=	2279
动画和当代艺术对战争的表现——来自Tora Bora的明信片	含弘讲坛	Karen Redrobe（美国宾夕法尼亚大学艺术史系系主任）	2018-07-02	/seeyon/xndxNewsData.do?method=userView&id=NmliS0FiV1NjUFhEbXpjR1pLM1hpRjZTTytxTzNuQWQ=	2690
从分子设计到高性能聚合物材料	含弘讲坛	王德义 西班牙马德里高等材料研究院	2018-09-05	/seeyon/xndxNewsData.do?method=userView&id=SVVJNFJxYzRIdFRlZXFVbWsyVGoxRktOYm5QVEF0TWU=	1070
生物技术中心学术报告	含弘讲坛	白林泉 教授 （上海交通大学）	2018-07-22	/seeyon/xndxNewsData.do?method=userView&id=U0gvdTd0RU5DWVZkQ3RMR011UU1GYjR3TmNqL2FsMGw=	2880
纳米酶、DNA酶和生物界面	含弘讲坛	刘 珏 文（滑铁卢大学）	2018-09-12	/seeyon/xndxNewsData.do?method=userView&id=V0hWM2Ftb0MwV0U1anBQQk5qMnNlSTJNc3kvc2hGWEk=	1303
提升中国澳门特区移民工人的心理健康	含弘讲坛	Brian J. Hall	2018-09-17	/seeyon/xndxNewsData.do?method=userView&id=amJ3WTExMVBtQTNTb2RxNmc2cHhuK3BlMHJFc0sxTlY=	693
一年的美国访学经历	含弘讲坛	程  静	2018-09-17	/seeyon/xndxNewsData.do?method=userView&id=bFJQdUV2NU1GMkR4aUZWOFIyZjcrSk5ic1EyeWd6eWY=	1685
 柑桔主要病虫害持续控制基础研究学科创新引智基地	含弘讲坛	Ming-Bo Wang	2018-08-04	/seeyon/xndxNewsData.do?method=userView&id=bnhmUHAvVVRRUStmVUQzTFN1dTB3bk8vTjZHeTgvcXY=	2113
校科协学术报告	含弘讲坛	马  晶  教授	2018-07-06	/seeyon/xndxNewsData.do?method=userView&id=WUJPT251YnQ5NW9weDY4b2RlVEFxK2d2L3oramR2T1A=	2043
河北人的抗战	光大讲坛	戴建兵   河北师范大学历史文化学院 教授	2018-07-05	/seeyon/xndxNewsData.do?method=userView&id=b3BURDlTSGtRUjZkckVWeVc1VElFNWVhM1p2d2hYNVY=	2653
混合超表面: 平面光学新方法	含弘讲坛	仇成伟 教授（新加坡国立大学）	2018-07-18	/seeyon/xndxNewsData.do?method=userView&id=aTNQczRtTVpVR0lsUVdLTFZDdklQK0VydmJqOFoyN20=	2180
细胞内感染与免疫工程	含弘讲坛	李丙运教授	2018-06-21	/seeyon/xndxNewsData.do?method=userView&id=VkIwa3BGSzVuNWJhbjJkSFkxanVDdmZ4SldxWWNBaG0=	2159
海洋生物质的多样化利用	含弘讲坛	王大毛	2018-06-25	/seeyon/xndxNewsData.do?method=userView&id=SUNTanVsbjNSTk11VC9BUjFub3JYSHk1M1hVVGhyOTM=	1642
教育的目的与新时代教师应具备的关键能力	含弘讲坛	刘义兵 教授	2018-06-27	/seeyon/xndxNewsData.do?method=userView&id=OXZoM3Q2MXhaemtraG1zcU9jVjJ6Y2ozMklpTEYzTVE=	2374
西南大学动物科学学院学术报告及研究生跨学科学术沙龙	含弘讲坛	中国科学院亚热带农业生态研究所  周传社 研究员	2018-06-26	/seeyon/xndxNewsData.do?method=userView&id=c1lYMjFMbkxBcHI5bnduU3FKTXYzSTZEWkcxUTV2UWg=	2278
百年新诗与史料整理	雨僧讲坛	邹芙都  教授	2018-06-25	/seeyon/xndxNewsData.do?method=userView&id=N212Y0RuRHlNcFRmMTJmUXFlMFNib0E0YU1uSXoyWFg=	1636
西南大学第三届青年学者含弘科技论坛 生物技术学院分论坛	含弘讲坛	李超婧	2018-06-19	/seeyon/xndxNewsData.do?method=userView&id=dHQ2RmtsamdLVTZHNDYrU1BneGVxTmliRUdvcXFvNm4=	1530
时序网络控制	含弘讲坛	李阿明 博士	2018-06-29	/seeyon/xndxNewsData.do?method=userView&id=YnNKMitVMjN3UW1DMUFvZkRkTFNoZlByZzhSNFF6S2w=	1717
六朝石刻讹混俗字考释	雨僧讲坛	梁春胜	2018-06-29	/seeyon/xndxNewsData.do?method=userView&id=ZW4rc3I1aFhCQWlaNWdXWXU3aHhNd2xTcXU0d1hvemM=	2365
西南大学化学教师教育科学研究所 跨学科学术沙龙	含弘讲坛	宋乃庆 教授	2018-06-21	/seeyon/xndxNewsData.do?method=userView&id=eE84YWhNaVJNUTVDWk0zK21DWUpkK3lVcHJFZUxuTUk=	1828
细胞外基质理疗法在肌肉损伤治疗中的应用	含弘讲坛	Thomas Wenger  教授	2018-06-14	/seeyon/xndxNewsData.do?method=userView&id=VFlwOXJsdUtHWTk3YktyU1V1S1h6UG90NlluUmIxdXU=	1400
情绪目标塑造情绪调节	含弘讲坛	Maya Tamir  希伯来大学心理学院教授	2018-06-29	/seeyon/xndxNewsData.do?method=userView&id=Ujc1QkZUckVlN002M2RaS1B4MEVCRDc0VVcvNlhMZzk=	2293
双向情感障碍患者脑内锂分布及皮层结构的研究	含弘讲坛	Joe Necus  英国纽卡斯尔大学神经科学研究院博士	2018-07-02	/seeyon/xndxNewsData.do?method=userView&id=ZWRtSlVVZkE1Rmx2dHpPUm1zczlZS3VIM2M5NzVVSnI=	2798
地理科学学院学术沙龙	含弘讲坛	杨晓霞   教授	2018-06-27	/seeyon/xndxNewsData.do?method=userView&id=RlA1dkJnMldFbXRqY0FhdUdLYU51MG5tcDQ1SGJDMFU=	1903
国学传承与文化自信	雨僧讲坛	刘明华教授	2018-06-15	/seeyon/xndxNewsData.do?method=userView&id=SnE5ODdRZGp1MTZLaDhFcmVaa0c4akhCY2tmSm5DWE4=	1478
西南大学青年学者第三届含弘科技论坛材料与能源学部分论坛	含弘讲坛	徐 江	2018-06-20	/seeyon/xndxNewsData.do?method=userView&id=YzlESElTay9iOGFobmhPUHFLck1ZTkRnZENEU3FIaEU=	1878
中国特色社会主义是改革开放以来的全部理论和实践的主题	光大讲坛	黄百炼  教授	2018-06-07	/seeyon/xndxNewsData.do?method=userView&id=YnUzMGJuTXB1d2pWWVVDb2RLcXJmbm5CZG9KR2pDVG8=	761
植物ABC转运蛋白在激素运输中的作用	含弘讲坛	Enrico Martinoia  教授	2018-06-13	/seeyon/xndxNewsData.do?method=userView&id=eFRBdmVjOWNuUTNjekZEYWcrQk50VEFXZWpOdHErbzQ=	1749
出土文献与先秦秦汉史	雨僧讲坛	董 珊，北京大学教授	2018-06-13	/seeyon/xndxNewsData.do?method=userView&id=QjIreWVEYlYrL09WSE95Vm1YY1psK1h4MmUzQnhkbjc=	1731
万古江河——流域与人类文明	雨僧讲坛	田阡教授	2018-06-05	/seeyon/xndxNewsData.do?method=userView&id=WTZrcHA2YjIxSFNMVDVNMTdlVlN2U2V5U1RIb1A2VkI=	987
“乡村振兴战略”的理论与实践	含弘讲坛	范建华  研究员 博士生导师	2018-06-01	/seeyon/xndxNewsData.do?method=userView&id=VHBDcVU2YStmdHRSK2U1Q2tyZEY0dVVJY3JuSzNzNXc=	1318
出土文献与古代文学研究	雨僧讲坛	徐 正 英	2018-06-12	/seeyon/xndxNewsData.do?method=userView&id=U1d0UEtUbVdUcDg2eGtIMzl0S3pFZ0lPWnRnRmF3MXE=	1698
西南大学第三届青年学者含弘论坛 物理科学与技术学院分论坛	含弘讲坛	剑桥大学  吴锐博士	2018-06-13	/seeyon/xndxNewsData.do?method=userView&id=M1ZiaGlZcUtCRVZuN3JFdWlRdVArbXh2dnBrUGV1Tjg=	1803
AlphaGo：机器智能的集成学习和控制	含弘讲坛	何海波  美国罗德岛大学讲席教授	2018-06-06	/seeyon/xndxNewsData.do?method=userView&id=Y3NJampWSlVqQUo0OGVrUW9JZkdES1FzSzZna0dhd3k=	964
语言独立的程序验证和区块链验证	含弘讲坛	陈霄泓（美国伊利诺伊大学香槟分校）	2018-06-20	/seeyon/xndxNewsData.do?method=userView&id=U3hER0o4ZGxoczZrMVY5MVlJMjV5akFJaWp6Sm9xMGs=	1641
心理学研究：从微观到宏观，从理论到应用	含弘讲坛	戴  耘  博士	2018-06-13	/seeyon/xndxNewsData.do?method=userView&id=MDM1TFR2ZlRVZnZjR2xZOUp4RUdkdjRuaHAvOXNOSHU=	2020
端午：从粽子的秘密说起	含弘讲坛	王倩予（西南大学文学院副教授）	2018-06-05	/seeyon/xndxNewsData.do?method=userView&id=YWVybU5ZUEFQMG9CQS9lNWNseTVub1FUczNCeXhZY0w=	1542
行走在文化景观边缘——横跨亚欧大陆的K3列车	学行讲坛	地理科学学院2016级地理科学（师范）专业刘楠、陈利、张瑞琳、谭湘也	2018-06-11	/seeyon/xndxNewsData.do?method=userView&id=Z3M0bE4rWUVsYjBwWVBGRndXWmNnZGJVK3Iwbm5HREw=	782
百年新诗与传播	雨僧讲坛	梁笑梅 教授	2018-06-25	/seeyon/xndxNewsData.do?method=userView&id=Mk44dml3VXFMcXRxQ3F3RGQ2SnBYZWxEcmx0UGlhU3c=	1590
导电材料的绿色合成与表征及其在纺织等工程材料表面的纳米加工与涂层研究进展	含弘讲坛	柳  祯	2018-06-05	/seeyon/xndxNewsData.do?method=userView&id=cW9SS1orR25BNjV0V1kzSVlRTFkzbkVUWGtzaFNoSFE=	936
木质纤维素邂逅木腐菌，芳烃污染物撞上白腐菌	含弘讲坛	张晓昱	2018-06-04	/seeyon/xndxNewsData.do?method=userView&id=VUYrb0RxWkphS3VESnRPenBBZy9XY29DS3o4UDQwVkY=	718
古代两河流域的神话与史诗	雨僧讲坛	李海峰   教授	2018-06-12	/seeyon/xndxNewsData.do?method=userView&id=cjU1akc2SS9aZDA4Mmx6M2dOdjJGOFE2YXhWZ0gvSGQ=	1185
生物技术中心与农业科学研究院学术报告	含弘讲坛	王琳淇 研究员（中国科学院微生物研究所）	2018-06-01	/seeyon/xndxNewsData.do?method=userView&id=SHQ1WVZ4MHNHK0h6V0lBNVZZSUQwWXIvOVlBSURoTS8=	764
中伊历史的文化共性	含弘讲坛	冀开运  教授	2018-06-14	/seeyon/xndxNewsData.do?method=userView&id=WFNxNk5NZnFCWHF3bzVlWkFIUUY1WFgzTld6VFROeWQ=	1302
研究生跨学科学术系列沙龙	雨僧讲坛	李永东  教授	2018-05-29	/seeyon/xndxNewsData.do?method=userView&id=YmJPSTVXNzJsVU1ZNzdaenNnQzFGdExiRVF3S0E3SlY=	580
地理科学学院学术报告	含弘讲坛	郭正堂 院士	2018-05-25	/seeyon/xndxNewsData.do?method=userView&id=Z2NBdGZkd0YwQ1dFVnBzUGt3UVgzZ29VNDlGUTNubjQ=	689
纳西东巴古籍文献研究的前景	雨僧讲坛	木 琛，丽江市博物馆副研究馆员	2018-05-24	/seeyon/xndxNewsData.do?method=userView&id=SVVsYjZpdjIzY0p2RU9uUTdxQWNkK1gwS243b2lxZHc=	766
普渡大学动物科学在大农业背景下教学科研和推广等方面的挑战与机遇	含弘讲坛	Dr. Alan G Mathew	2018-05-30	/seeyon/xndxNewsData.do?method=userView&id=TXE2L0pjc21LdGkvWC9pM1k3ZWErR3R6SjNZSGlYNmk=	532
科协学术讲堂	含弘讲坛	张华教授  新加坡南洋理工大学	2018-05-30	/seeyon/xndxNewsData.do?method=userView&id=a1ZNUEVpcUlxMXkxMWx6RTM4V3JOUGlkYVc2UWVpYUs=	754
达尔文的后院：来自成瘾实验者的训诫	含弘讲坛	James T. Costa教授	2018-05-25	/seeyon/xndxNewsData.do?method=userView&id=LzM5bzJPZE1XcUZKUHZxWm4xZG4xQTZyazE4SGpnYVc=	510
可持续能源发展与新能源汽车动力电池	含弘讲坛	张久俊  教授	2018-05-25	/seeyon/xndxNewsData.do?method=userView&id=QU9YcUk1OHN5bnQvMG16UFNhVHlDd0NpT2wwTE1IWHk=	641
任务态脑连接组学：揭示不同任务调制类型下的全脑连接组分析	含弘讲坛	Bharat B. Biswal教授	2018-05-18	/seeyon/xndxNewsData.do?method=userView&id=NUFkVXdsL3FpbGM1RGpoMklSRWRGRW0rWnM2dS9XOEI=	548
跨语言对勘与西夏语言文字研究	雨僧讲坛	段玉泉，宁夏大学研究员	2018-05-23	/seeyon/xndxNewsData.do?method=userView&id=MU9xa0hEK3ZxZjJ2VmpVRVNnekcrcldWUEd3dEJnQWc=	383
中学化学教学研究与教研论文写作	含弘讲坛	王军翔 主编	2018-05-18	/seeyon/xndxNewsData.do?method=userView&id=ZE9PZHBpVUVjc0RlZTlQMHJEaVlIVFpDRmhmelZ5KzE=	275
马克思主义学院学术讲座	光大讲坛	王 凤 才   复旦大学教授	2018-05-17	/seeyon/xndxNewsData.do?method=userView&id=UE41R1BtWjcrVnNISlRHMExLMGs3LzRHTEdFZlVIQU8=	384
中国文学研究为什么需要立足于中国文学本位	雨僧讲坛	方  铭	2018-05-15	/seeyon/xndxNewsData.do?method=userView&id=MmZUaW5YVW5jQkZibVVzM29XaURrM2RJdlh6SUJlai8=	784
修辞与信息化	雨僧讲坛	钱  进  教授	2018-05-24	/seeyon/xndxNewsData.do?method=userView&id=cm9NVmdPYU9hRnBTaCtLRXhSdE5aOVo5VFZKTmttLzI=	594
科协学术讲堂 	含弘讲坛	荣建辉副教授 （香港大学）	2018-05-25	/seeyon/xndxNewsData.do?method=userView&id=UjdIbXI3SWlRdFJjaG9IeDVBelNkSjN3VVoxa0NhZk4=	503
西南大学第三届“青年学者含弘科技论坛” 纺织服装学院分论坛	含弘讲坛	胡 恩 岭	2018-05-21	/seeyon/xndxNewsData.do?method=userView&id=YnRGcHpyS3VoWjQyd1c0U2FMVTlvUHZVVU9EZFQyNmI=	360
科协学术讲堂：掌握氧化锌极性面的稳定机制	含弘讲坛	唐 叔 贤  院士	2018-05-23	/seeyon/xndxNewsData.do?method=userView&id=bUl5cW9jMWhSaUx6N3dhUDh4NHRtQUQvTzk2a1IwY3M=	556
马克思主义与当代世界	光大讲坛	张秀琴   教授（中国人民大学）	2018-05-25	/seeyon/xndxNewsData.do?method=userView&id=UGdlYzJZM3c4cmxacEErK2MzR3R3YS94M0gxaGt5U3o=	914
西汉遣册与谷物随葬	雨僧讲坛	刘 国 胜	2018-05-16	/seeyon/xndxNewsData.do?method=userView&id=dGZFTk1ld2ZuRmI1NUgxbkFMUFFUZmtQTUJOTXFhNm4=	516
“看不见”的阅读障碍	学行讲坛	教育学部2016级特殊教育专业  张晓玟、王婷、韦玲	2018-05-10	/seeyon/xndxNewsData.do?method=userView&id=eUJGS0FHeEFHZGorR0JLRzdiTUcyS3JFZWEvT3ZFZTk=	864
《民法总则》人法的评析与改进建议	含弘讲坛	徐国栋 博士 教授    厦门大学法学院罗马法研究所所长 博导	2018-05-22	/seeyon/xndxNewsData.do?method=userView&id=V2haREN0TmFhb0NPb1ppSW5IVUpHZ3JYNlMyMXhBcmw=	414
谁是中国哲学史上的第一人？	雨僧讲坛	钱 耕 森  教授	2018-05-17	/seeyon/xndxNewsData.do?method=userView&id=M2ovaHVSTXdYNS9TUWdsYWV3NUovZHFVbmZuNUJOSTA=	459
斑马鱼胚胎发育中的DNA损伤	含弘讲坛	Phyllis R. Strauss，美国东北大学(Northeastern University) 教授	2018-05-14	/seeyon/xndxNewsData.do?method=userView&id=S002dERxa1N0cUpSQ0RqV0ZTSDBaaDk2WW5DUlBkd0w=	815
当代中国美学的历史、现状与未来展望	雨僧讲坛	朱立元	2018-05-24	/seeyon/xndxNewsData.do?method=userView&id=dUpseEZHNUdXZ0ZOVSsxM3g2TXRweFJHVmIyem9KWUQ=	418
量化学术职业中的性别不平等	含弘讲坛	黄俊铭博士	2018-05-15	/seeyon/xndxNewsData.do?method=userView&id=MkN0bmRybXM1cTRQTTZlNDNpbFU5R3N2dmlXRTRKVGI=	778
自然杂志Springer Materials 和 Springer Nature Nano数据库介绍 	含弘讲坛	鄢 翔   博士	2018-05-15	/seeyon/xndxNewsData.do?method=userView&id=cURWUDM3YXU3dlJvb2RwRktBMjJFVElYWmsrdU03UnE=	654
经典学术结论的反思	雨僧讲坛	钱 宗 武	2018-05-16	/seeyon/xndxNewsData.do?method=userView&id=RS9QNkpvczFiblQraE1pVGdRU0NBb3ZSWlF3NjczNTM=	447
为何要从性别视角研究抗战史	光大讲坛	陈  雁   复旦大学历史系教授	2018-05-23	/seeyon/xndxNewsData.do?method=userView&id=TkZQUGFTMnkzMUdzU0R6WUQzR1BEVHl3N25JR0gzSHk=	456
第一届国际薄膜学会-西南大学薄膜研讨会	含弘讲坛	连水养  教授               (大葉大学)	2018-05-28	/seeyon/xndxNewsData.do?method=userView&id=T3dyTkR6VkZSSjU3QVpPMEh6eUFZbEQ3cVYzcE5oNVA=	1035
光绪帝与戊戌政变	光大讲坛	马忠文   中国社会科学院近代史研究所研究员	2018-05-22	/seeyon/xndxNewsData.do?method=userView&id=TjNYYjNzMnFUR0RLbzZ5UXNGVDYxdmtCZGdmc0NPdkQ=	941
古文字与中国传统文化	雨僧讲坛	邹芙都教授	2018-05-14	/seeyon/xndxNewsData.do?method=userView&id=eXlpSDNvYUFhb3BYcnFyeVRhWmxlbVB3VzJmT1V5Qng=	907
美日同盟的发展与中国外交战略抉择	雨僧讲坛	杨扬副教授	2018-05-07	/seeyon/xndxNewsData.do?method=userView&id=ZmhnQVd3SjJxWkVBT3o0SEI5MHlmVVJSUXc0cEFmQko=	535
文献所学行堂名家讲座	雨僧讲坛	王子杨，首都师范大学副教授	2018-04-12	/seeyon/xndxNewsData.do?method=userView&id=NUpwQ1NCTXZCMEcrdm1LNlg5S2hQbjM1MXBBL2Z0bmo=	606
与吉尔伽美什“坐而论道”——浅谈苏美尔文字与文献	雨僧讲坛	刘昌玉，浙江师范大学副教授	2018-04-19	/seeyon/xndxNewsData.do?method=userView&id=K09uWHhIRlZOODVYQ0hJRXJvUVZHY3BOVWY0MVY1NUI=	1628
甲骨文未登录字研究	雨僧讲坛	蒋玉斌，南开大学文学院副教授	2018-04-16	/seeyon/xndxNewsData.do?method=userView&id=MzVMOGw0RVM1Q2FidWFWZitDcFVIVjBpRkliUGJqTWY=	1290
追寻正义	雨僧讲坛	任 丑教授	2018-04-08	/seeyon/xndxNewsData.do?method=userView&id=NXd4eUwwMXNkS0ZQVVd2L1BrTmw2M2J3OHVuQi9LRDY=	1644
动脉自旋标记脑灌注造影和熵量化脑活动	含弘讲坛	王  泽  美国天普大学刘易斯卡茨医学院放射科副教授	2018-04-16	/seeyon/xndxNewsData.do?method=userView&id=WU1TYzFud29zRGZwOWxwbjdyZE54bUlrN2RzTmw2SU4=	632
在通向真理本质的思之途中——基于哲学史的考察	雨僧讲坛	单 正 齐教授	2018-04-16	/seeyon/xndxNewsData.do?method=userView&id=QndKc3UyUisyZkMyOFY3V0hJT2Z0SU9YUWEzdFRhUUM=	1038
科协学术讲堂	含弘讲坛	王平   重庆邮电大学 教授	2018-04-13	/seeyon/xndxNewsData.do?method=userView&id=ekgvQjlkYmkxa2FvblpCeHVPZkNXb1RRV2xWejVNTXY=	970
高性能计算与大数据	含弘讲坛	Francois Trahay   副教授	2018-04-12	/seeyon/xndxNewsData.do?method=userView&id=Rk00ZDg5dWxncHF2MHdTSTFMcXNPK2ZJUEN5TVc5TXE=	577
研究生跨学科学术系列沙龙	含弘讲坛	徐 晓 玉 教授	2018-04-24	/seeyon/xndxNewsData.do?method=userView&id=NFp0WW9QTURTSHNWdElqMVJUa3dDWHZJemVZWmUrYm0=	821
新能源汽车关键技术研究	含弘讲坛	苏 岭  重庆长安新能源汽车有限公司常务总经理，两江学者，研究员	2018-05-04	/seeyon/xndxNewsData.do?method=userView&id=MFNlZ1Zjb0FtMTRLbW1DUkRhQS94SW8zMmh0TG1oOVc=	1632
在学习过程中，追踪和使用“不确定性”的神经机制	含弘讲坛	Joseph W. Kable	2018-04-08	/seeyon/xndxNewsData.do?method=userView&id=dHJoSEFaZjllbytIbmtMbkFUdHJTMGZJT1BvN0gvVnA=	586
