工作ID,工作名,公司名,公司Url,公司Logo,公司类型,城市,学历要求,薪资,福利,招聘人数,工作亮点,职位描述,技能要求

CC415698432J00168277004,高级软件开发工程师（南京）,合肥市合趣网络科技有限公司,https://company.zhaopin.com/CZ415698430.htm,https://company.zhaopin.com/CompanyLogo/20180410/9490E45CEB2FAF0F52CD12173B2751FB.jpg,民营,南京-雨花台区,本科,20K-30K,"['每年多次调薪', '节日福利', '五险一金', '员工旅游']",10,['每年多次调薪节日福利五险一金员工旅游'],"岗位职责：
1. 负责公司内部软件产品的开发、维护、测试；
2. 公司内部数据库的日常开发和维护；
3. 大数据的采集与分析。


任职要求：
1. 本科及以上学历，英语四级；
2、有相关工作经验至少5年及以上
3. 熟悉c++或python语言 ,数据库基本知识、 mysql 或oracle等基本操作,数据结构等，了解linux系统，精通python和django框架的优先（c、c++，python，数据库，数据结构，linux，django框架最少熟悉二种）；
4. 了解常见的前端页面技术（可选）；
5. 数学、通信以及计算机相关专业优先考虑；




公司福利：
1、社会保险（养老保险、医疗保险、失业保险、工伤保险）；
2、员工旅游
3、生日福利
4、每月团队（聚餐，K歌）
5、员工培训（入职培训，晋升培训，外出培训，集团培训等）
6、员工活动（公司每年组织两次外出旅游，并定期组织各项文娱活动，如：聚餐，烧烤，
爬山，羽毛球赛等丰富员工的业余生活）
工作日免费提供不定期下午茶，咖啡，红茶，生活药品，纸巾
（此岗位工作地点在南京）",['']

CC477894931J00256735206,数据挖掘工程师,南京麦思伦信息科技有限公司,https://company.zhaopin.com/CZ477894930.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,南京-江宁区,本科,15K-25K,"['五险一金', '节日福利', '年底双薪', '绩效奖金', '定期体检']",,[''],,['']

CC537629827J00156666909,售前经理（电力软件行业）,北京紫光数智科技股份有限公司,https://company.zhaopin.com/CZ537629820.htm,http://company.zhaopin.com/CompanyLogo/20150608/DE18ADE008154CEB949C6F127AB46314.jpg,股份制企业,北京-昌平区,本科,10K-15K,"['五险一金', '交通补助', '通讯补助', '带薪年假', '补充医疗保险']",,[''],,['']

CC447375014J00155603612,JAVA+python智能开发实习生,中青才智教育投资(北京)有限公司,http://special.zhaopin.com/bf/2014/zgcrjy120485,https://fileihr.zhaopin.com/044/737/044737501/logo/43b53d2e-feb8-4e74-b084-f1efa4585b6d.jpg,国企,南昌,大专,8K-16K,"['五险一金', '年底双薪', '加班补助', '全勤奖', '房补']",,[''],,['']

CC415698432J90250004000,软件开发工程师,合肥市合趣网络科技有限公司,https://company.zhaopin.com/CZ415698430.htm,https://company.zhaopin.com/CompanyLogo/20180410/9490E45CEB2FAF0F52CD12173B2751FB.jpg,民营,合肥-经济技术开发区,本科,8K-15K,"['每年多次调薪', '绩效奖金', '加班补助', '员工旅游', '高温补贴']",,[''],,['']

CZ664926820J00354170003,销售+无责任底薪+月薪6k起,长沙艾网网络科技有限公司,https://company.zhaopin.com/CZ664926820.htm,https://fileihr.zhaopin.com/066/492/066492682/logo/7ec5f0a7-54bc-4e97-ae2d-7ecbbd3740f9.png,民营,长沙,学历不限,6K-8K,"['全勤奖', '弹性工作', '大牛带队', '出国游', '创业公司']",,[''],,['']

CC512725480J00302603305,产品经理（运营）,东方微银科技(北京)有限公司深圳分公司,https://company.zhaopin.com/CZ512725480.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,重庆-江北区,本科,8K-16K,"['五险一金', '周末双休', '餐补', '通讯补助', '带薪年假']",,[''],,['']

CC283469989J90250013000,店铺运营/店长,金华智橙星创科技有限公司,https://company.zhaopin.com/CZ283469980.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,金华,中技,6K-8K,"['包住', '节日福利']",,[''],,['']

CC347042518J00122136710,【北京链家】销售代表  无责底薪5000  推荐住宿房源,北京链家房地产经纪有限公司太平庄中街店,https://company.zhaopin.com/CZ347042510.htm,http://campusimage.zhaopin.com/pic/cimg/Company/A//661788276190_100x100.jpg,民营,北京-朝阳区,本科,8K-10K,"['补充医疗保险', '带薪年假', '节日福利', '定期团建', '出国游']",,[''],,['']

CZ898071070J00078216314,销售代表/销售经理,濮阳市金领域商贸有限公司,https://company.zhaopin.com/CZ898071070.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,濮阳,学历不限,3K-6K,"['全勤奖', '绩效奖金', '交通补助', '节日福利', '创业公司']",,[''],,['']

CC442501910J00141285515,新媒体广告实习生,河南省腾邦文化传媒有限公司,https://company.zhaopin.com/CZ442501910.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/303bee67c56e1ef668250455676922ee.png,民营,郑州,大专,4K-6K,"['五险一金', '绩效奖金', '带薪年假', '员工旅游', '定期团建']",,[''],,['']

CC306465231J00139815704,销售代表（高薪+五险+双休）,杭州蓝蚁信息技术有限公司,http://special.zhaopin.com/pagepublish/30646523/index.html,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/42ba941f53085d58ec2c574a22a3d58d.png,民营,杭州-拱墅区,学历不限,8K-15K,"['节日福利', '定期体检', '绩效奖金', '带薪年假', '员工旅游']",,[''],,['']

CC676435129J00400356201,招聘房产精英，4500底薪加提成,山东链家房地产经纪有限公司,http://special.zhaopin.com/2018/jn/11010/sdlj071746,http://company.zhaopin.com/CompanyLogo/20151008/CE4E353CA36D43AA95132963D05C470C.jpg,民营,济南-槐荫区,大专,10K-15K,"['无试用期', '每年多次调薪', '弹性工作', '补充医疗保险', '定期体检']",,[''],,['']

CC466534128J00345974805,测试工程师,福建中锐网络股份有限公司,http://special.zhaopin.com/pagepublish/46653412/index.html,http://company.zhaopin.com/CompanyLogo/20150906/234F29ABDC8C439693339412446188A9.jpg,民营,福州,本科,7K-12K,"['五险一金', '节日福利', '股票期权', '定期体检', '每年多次调薪']",,[''],,['']

CC272062787J00150117010,解决方案经理（政务/行业）,国信优易数据有限公司,https://company.zhaopin.com/CZ272062780.htm,https://company.zhaopin.com/CompanyLogo/20180416/E17F222A5149C1C797859768F683A87B.jpg,股份制企业,北京-丰台区,本科,15K-28K,"['五险一金', '交通补助', '餐补', '带薪年假', '补充医疗保险']",,[''],,['']

CC405623980J00294930707,资深软件开发工程师,上海乐言信息科技有限公司,https://company.zhaopin.com/CZ405623980.htm,https://fileihr.zhaopin.com/040/562/040562398/logo/a35ec05b-d531-4595-8ac0-3f167e574b4c.png,民营,上海-徐汇区,本科,20K-40K,[],,[''],,['']

CC415698432J00167829504,Python开发工程师,合肥市合趣网络科技有限公司,https://company.zhaopin.com/CZ415698430.htm,https://company.zhaopin.com/CompanyLogo/20180410/9490E45CEB2FAF0F52CD12173B2751FB.jpg,民营,南京,本科,20K-30K,"['每年多次调薪', '节日福利', '五险一金', '员工旅游']",,[''],,['']

CC195779027J00077222707,Tableau 技术顾问,上海腾柏信息技术有限公司,https://company.zhaopin.com/CZ195779020.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,上海,大专,6K-8K,[],,[''],,['']

CC284796113J90250169000,数据库系统开发,成都天荣北软信息技术有限公司,https://company.zhaopin.com/CZ284796110.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,成都,大专,6K-8K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '股票期权']",,[''],,['']

CC253081031J00104701308,高级Java工程师,深圳爱加密科技有限公司,https://company.zhaopin.com/CZ253081030.htm,https://company.zhaopin.com/CompanyLogo/20170526/77AEEE658794B9004BCB3E6EC00547CD.jpg,民营,深圳,大专,15K-20K,"['五险一金', '年底双薪', '加班补助', '全勤奖', '带薪年假']",,[''],,['']

CZ577745830J00146473315,java开发工程师  双休+五险一金 （中、高级别）,北京晟世天安科技有限公司哈尔滨分公司,https://company.zhaopin.com/CZ577745830.htm,https://fileihr.zhaopin.com/057/774/057774583/logo/992f612c-1729-403f-bc80-2ae9e22f874e.jpg,民营,哈尔滨,大专,6K-12K,"['五险一金', '周末双休']",,[''],,['']

CC415698432J90250031000,Python研发工程师,合肥市合趣网络科技有限公司,https://company.zhaopin.com/CZ415698430.htm,https://company.zhaopin.com/CompanyLogo/20180410/9490E45CEB2FAF0F52CD12173B2751FB.jpg,民营,合肥-经济技术开发区,本科,6K-10K,"['每年多次调薪', '绩效奖金', '加班补助', '员工旅游', '高温补贴']",4,['每年多次调薪绩效奖金加班补助员工旅游高温补贴节日福利'],"岗位职责：
1. 负责公司内部软件产品的开发、维护、测试；
2. 公司内部数据库的日常开发和维护；
3. 大数据的采集与分析。


任职要求：
1. 本科及以上学历，英语四级，能在合肥长期发展的；
2、有相关工作经验至少1年
3. 熟悉c++或python语言 ,数据库基本知识、 mysql 或oracle等基本操作,数据结构等，了解linux系统，精通python和django框架的优先（c、c++，python，数据库，数据结构，linux，django框架最少熟悉二种）；
4. 了解常见的前端页面技术（可选）；
5. 数学、通信以及计算机相关专业优先考虑；




公司福利：
1、社会保险（养老保险、医疗保险、失业保险、工伤保险）；
2、员工旅游
3、高温补贴（8-9月，200元/月）
4、生日福利
5、每月团队（聚餐，K歌）
6、员工培训（入职培训，晋升培训，外出培训，集团培训等）
7、员工活动（公司每年组织两次外出旅游，并定期组织各项文娱活动，如：聚餐，烧烤，
爬山，羽毛球赛等丰富员工的业余生活）
工作日免费提供不定期下午茶，咖啡，红茶，生活药品，纸巾",['']

CZ489963920J00036508313,（兼职）培训实施助理 —深圳急聘,中讯环亚(北京)科技有限公司,https://company.zhaopin.com/CZ489963920.htm,https://fileihr.zhaopin.com/048/996/048996392/logo/b5dfe619-3ae8-4459-95d5-2557350f8639.jpg,民营,深圳,学历不限,6K-8K,"['弹性工作', '每年多次调薪']",,[''],,['']

CC321825888J90250025000,客户经理/销售代表（周末双休/朝九晚六/法定节假日/五险一金）,四川众合泰科技有限公司,http://special.zhaopin.com/pagepublish/32182588/index.html,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,成都,学历不限,8K-15K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '股票期权']",,[''],,['']

CC244266381J00366850807,自然语言处理算法工程师,上海陆鹰实业有限公司,https://company.zhaopin.com/CZ244266380.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,合资,郑州-高新区,大专,8K-16K,"['年底双薪', '加班补助', '带薪年假', '定期体检', '高温补贴']",,[''],,['']

CC000432741J00151378209,技术总监（JAVA）,北京神舟航天软件技术有限公司,https://company.zhaopin.com/CZ000432740.htm,http://company.zhaopin.com/CompanyLogo/20150506/D86BAA7FBE8645C0A4A32D434FCD059F.GIF,国企,北京,本科,20K-30K,"['周末双休', '弹性工作', '餐补', '补充医疗保险', '五险一金']",,[''],,['']

CC390325635J00283734204,文案专员,南通动力教育咨询有限公司,https://company.zhaopin.com/CZ390325630.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,南通,本科,3.5K-6K,"['五险一金', '全勤奖', '带薪年假', '餐补', '员工旅游']",,[''],,['']

CC645598538J00062785506,Java+人工智能开发,杭州明玛网络科技有限公司,https://company.zhaopin.com/CZ645598530.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,杭州-拱墅区,大专,4K-6K,"['五险一金', '绩效奖金', '全勤奖', '包吃', '包住']",,[''],,['']

CC539743230J00251225504,市场售前产品经理,中电智能技术南京有限公司,https://company.zhaopin.com/CZ539743230.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/d7436f61ff5f87da37d5a40f72e5860c.png,国企,南京,本科,8K-10K,"['五险一金', '交通补助', '餐补', '通讯补助', '带薪年假']",,[''],,['']

CC512725480J00302610105,产品经理（交付）,东方微银科技(北京)有限公司深圳分公司,https://company.zhaopin.com/CZ512725480.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,重庆-江北区,本科,8K-16K,"['五险一金', '周末双休', '餐补', '通讯补助', '带薪年假']",,[''],,['']

CC121087802J00125115014,房地产销售代表/中介、置业顾问、经纪人,河南链家房地产经纪有限公司24,https://company.zhaopin.com/CZ121087800D00300588245.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,郑州,大专,4K-6K,"['包住', '弹性工作', '定期团建', '大牛带队', '住房补贴']",,[''],,['']

CZ811153960J00281831605,市场拓展部/市场拓展岗,厦门市民数据服务股份有限公司,https://company.zhaopin.com/CZ811153960.htm,https://fileihr.zhaopin.com/081/115/081115396/logo/5def3a35-c42f-4530-8527-440412bdbb4d.png,国企,厦门,本科,6K-8K,"['五险一金', '绩效奖金', '节日福利', '周末双休', '全额公积金']",,[''],,['']

CC692676722J90250044000,Middle Java Developer 中级JAVA开发工程师,上海其易信息科技有限公司武汉分公司,https://company.zhaopin.com/CZ692676720.htm,http://company.zhaopin.com/CompanyLogo/20151203/C510136ED2F248C985C254B9ACB7A040.gif,外商独资,武汉,本科,7.5K-12K,"['五险一金', '年底双薪', '餐补', '带薪年假', '弹性工作']",,[''],,['']

CC862700760J00325821405,数据运营/数据分析底薪6K双休,铭秀教育科技成都有限公司,https://company.zhaopin.com/CZ862700760.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,合资,成都,本科,8K-10K,"['五险一金', '全勤奖', '员工旅游', '节日福利', '带团队']",,[''],,['']

CC447375014J00155601712,JAVA+python智能开发实习生,中青才智教育投资(北京)有限公司,http://special.zhaopin.com/bf/2014/zgcrjy120485,https://fileihr.zhaopin.com/044/737/044737501/logo/43b53d2e-feb8-4e74-b084-f1efa4585b6d.jpg,国企,重庆,大专,8K-16K,"['五险一金', '年底双薪', '加班补助', '全勤奖', '房补']",,[''],,['']

CC415698432J00171565504,Python开发工程师(南京),合肥市合趣网络科技有限公司,https://company.zhaopin.com/CZ415698430.htm,https://company.zhaopin.com/CompanyLogo/20180410/9490E45CEB2FAF0F52CD12173B2751FB.jpg,民营,南京-雨花台区,本科,15K-30K,"['每年多次调薪', '节日福利', '五险一金', '员工旅游']",,[''],,['']

CC371433388J00195699906,网络销售专员（高薪）,成都鲁班建业科技股份有限公司,https://company.zhaopin.com/CZ371433380.htm,http://company.zhaopin.com/CompanyLogo/20170419/F659133D66144E5090EF48416C3892E8.jpg,民营,成都,大专,4K-8K,"['周末双休', '绩效奖金', '弹性工作', '每年多次调薪', '五险一金']",,[''],,['']

CZ562338980J00158963309,销售总监—银行方向（toB),北京云信留客信息科技有限公司,https://company.zhaopin.com/CZ562338980.htm,https://fileihr.zhaopin.com/056/233/056233898/logo/9866fa0d-4945-4eb8-a884-d0f9db669c50.jpg,民营,北京,大专,20K-30K,"['五险一金', '绩效奖金', '全勤奖', '通讯补助', '节日福利']",,[''],,['']

CC301632481J90250030000,Java高级工程师,北京遂视科技有限公司,https://company.zhaopin.com/CZ301632480.htm,http://company.zhaopin.com/CompanyLogo/20160316/FB49211D5A264702826D4C89A514D0A2.jpg,外商独资,北京-海淀区,本科,20K-30K,"['五险一金', '年终分红', '股票期权', '餐补', '带薪年假']",,[''],,['']

CC121087802J00143118314,北京链家直招+无责底薪5千+专业培训+协助住宿,北京链家房地产经纪有限公司88,https://company.zhaopin.com/CZ121087800D00300768886.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,北京,本科,8K-10K,"['弹性工作', '带薪年假', '五险一金', '定期体检', '员工旅游']",,[''],,['']

CC549960224J00370643607,数据工程师,上海梓钦信息技术有限公司,https://company.zhaopin.com/CZ549960220.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,深圳,本科,28K-40K,"['五险一金', '绩效奖金', '节日福利']",,[''],,['']

CC415698432J90250002000,Python工程师,合肥市合趣网络科技有限公司,https://company.zhaopin.com/CZ415698430.htm,https://company.zhaopin.com/CompanyLogo/20180410/9490E45CEB2FAF0F52CD12173B2751FB.jpg,民营,合肥-经济技术开发区,学历不限,10K-20K,"['每年多次调薪', '绩效奖金', '加班补助', '员工旅游', '高温补贴']",,[''],,['']

CC695988980J00160320003,高级Java开发工程师,浙江钱兔网络科技有限公司,https://company.zhaopin.com/CZ695988980.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/f5f5abd10f1fea1c14b9bf9eb2cefc55.png,民营,杭州,本科,25K-50K,"['五险一金', '带薪年假', '高温补贴', '绩效奖金', '节日福利']",,[''],,['']

CC810042100J00129321009,贝壳大平台—置业顾问/房产销售实习生,辽宁贝壳房地产经纪有限公司,https://company.zhaopin.com/CZ810042100.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/2043a24ab7d304a1cc9c82b83fd66eee.jpg,民营,沈阳-浑南区,学历不限,6K-8K,"['绩效奖金', '弹性工作', '节日福利', '员工旅游', '带薪年假']",,[''],,['']

CC599709684J00146169310,软件工程师,黑龙江加滋杰交通科技发展有限公司,https://company.zhaopin.com/CZ599709680.htm,http://company.zhaopin.com/CompanyLogo/20171113/057CD1092896469DABF8E8B68D91AD4F.jpg,民营,哈尔滨,本科,4K-8K,"['创业公司', '公司重点项目', '大牛带队', '节日福利']",,[''],,['']

CC692676722J90250043000,Senior Java Developer 高级软件开发工程师,上海其易信息科技有限公司武汉分公司,https://company.zhaopin.com/CZ692676720.htm,http://company.zhaopin.com/CompanyLogo/20151203/C510136ED2F248C985C254B9ACB7A040.gif,外商独资,武汉,本科,15K-20K,"['五险一金', '年底双薪', '餐补', '带薪年假', '弹性工作']",,[''],,['']

CZ840762650J00099463609,游戏测试双休五险,沈阳天诚极米科技有限公司,https://company.zhaopin.com/CZ840762650.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,股份制企业,沈阳,中专,3K-4.5K,"['五险一金', '全勤奖', '年底双薪', '包吃', '包住']",,[''],,['']

CZ818420110J00080096315,前端开发工程师,郑州景牛大数据科技有限公司,https://company.zhaopin.com/CZ818420110.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,郑州,大专,6K-10K,"['五险一金', '周末双休', '绩效奖金', '全勤奖', '带薪年假']",,[''],,['']

CZ811153960J00281850105,运营服务部/高级互联网运营岗,厦门市民数据服务股份有限公司,https://company.zhaopin.com/CZ811153960.htm,https://fileihr.zhaopin.com/081/115/081115396/logo/5def3a35-c42f-4530-8527-440412bdbb4d.png,国企,厦门,本科,10K-15K,"['五险一金', '绩效奖金', '节日福利', '周末双休']",,[''],,['']

CC577019638J00273869904,底薪4000客服岗,南京车置宝网络技术有限公司,https://company.zhaopin.com/CZ577019630.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/80513f69db984c993ad44cd3ecd22ce7.jpg,民营,南京,大专,6K-12K,"['五险一金', '餐补', '定期体检']",,[''],,['']

CC512725480J00082368505,java开发工程师,东方微银科技(北京)有限公司深圳分公司,https://company.zhaopin.com/CZ512725480.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,重庆,本科,8K-12K,[],,[''],,['']

CC347042518J00156270910,管培生销售顾问方向无经验优先底薪高提成,北京链家房地产经纪有限公司太平庄中街店,https://company.zhaopin.com/CZ347042510.htm,http://campusimage.zhaopin.com/pic/cimg/Company/A//661788276190_100x100.jpg,民营,北京-海淀区,本科,8K-10K,"['五险一金', '绩效奖金', '节日福利', '弹性工作', '定期体检']",,[''],,['']

CC307313213J00264849402,链家 销售代表 实习生 底薪8000 安排住宿,上海链家房地产经纪有限公司,http://special.zhaopin.com/sh/2013/ljdc081971/index.html,http://company.zhaopin.com/CompanyLogo/20151222/603A0B2794A0446D8A1F20486A6762A3.JPG,民营,上海-松江区,本科,10K-15K,"['每年多次调薪', '绩效奖金', '全勤奖', '房补', '带薪年假']",,[''],,['']

CC307795387J90250001000,java开发工程师,成都智慧农夫科技有限公司,https://company.zhaopin.com/CZ307795380.htm,http://company.zhaopin.com/CompanyLogo/20161019/7FF95AD8DF394329A36802183C9B2E3C.jpg,股份制企业,成都-高新区,本科,8K-12K,"['周末双休', '五险一金', '绩效奖金', '交通补助', '餐补']",,[''],,['']

CC309569434J00279946508,数据分析培训讲师,成都华信智原科技有限公司,https://company.zhaopin.com/CZ309569430.htm,http://company.zhaopin.com/CompanyLogo/20170214/60ED21F28740EFAD55A8646A5FA337BC.jpg,民营,成都,大专,8K-10K,"['五险一金', '年底双薪', '绩效奖金', '带薪年假', '定期体检']",,[''],,['']

CC464881788J00179825911,项目经理,居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,深圳-南山区,本科,10K-15K,"['住房补贴', '五险一金', '带薪年假', '定期体检', '员工旅游']",,[''],,['']

CC000145905J90256898000,软件开发工程师（C++）,和利时集团,https://company.zhaopin.com/CZ000145900.htm,http://images.zhaopin.com/logos/hollysys.gif,上市公司,北京,本科,10K-20K,"['五险一金', '绩效奖金', '加班补助', '通讯补助', '带薪年假']",,[''],,['']

CC512725480J00098246805,金融产品经理,东方微银科技(北京)有限公司深圳分公司,https://company.zhaopin.com/CZ512725480.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,重庆-江北区,本科,7K-14K,"['五险一金', '周末双休', '餐补', '通讯补助', '带薪年假']",,[''],,['']

CC539743230J00233641304,市场咨询销售经理,中电智能技术南京有限公司,https://company.zhaopin.com/CZ539743230.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/d7436f61ff5f87da37d5a40f72e5860c.png,国企,南京,本科,10K-15K,"['五险一金', '交通补助', '餐补', '通讯补助', '带薪年假']",,[''],,['']

CC300255137J00158739309,【链家-恋未来】销售代表+置业顾问+销售管培生+房产中介,贝壳找房(北京)科技有限公司,https://company.zhaopin.com/CZ300255130.htm,https://fileihr.zhaopin.com/030/025/030025513/logo/5ffade18-f0c0-4a3f-b143-dba16f269170.png,民营,青岛,大专,6K-8K,"['五险一金', '定期团建', '弹性工作', '师徒制', '员工旅游']",,[''],,['']

CC394406111J00154068509,数据运营岗位职责,山东上药商联药业有限公司,https://company.zhaopin.com/CZ394406110.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,股份制企业,济南,大专,4K-6K,"['五险一金', '年底双薪', '绩效奖金', '加班补助', '全勤奖']",,[''],,['']

CC321825888J90250024000,销售经理/客户代表（周末双休/朝九晚六/法定节假日/五险一金）,四川众合泰科技有限公司,http://special.zhaopin.com/pagepublish/32182588/index.html,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,成都,学历不限,8K-15K,"['五险一金', '年底双薪', '绩效奖金', '年终分红', '加班补助']",,[''],,['']

CZ661641520J00111204514,数据治理专家,北京软信天成科技有限公司,https://company.zhaopin.com/CZ661641520.htm,https://fileihr.zhaopin.com/066/164/066164152/logo/c2ab14fb-2b54-4135-b3fa-0f4939eab946.jpg,民营,北京-海淀区,本科,30K-50K,"['不加班', '五险一金', '周末双休', '定期体检', '带薪年假']",,[''],,['']

CC512725480J00287193605,产品经理,东方微银科技(北京)有限公司深圳分公司,https://company.zhaopin.com/CZ512725480.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,重庆,本科,15K-24K,"['五险一金', '餐补', '通讯补助', '带薪年假', '定期体检']",,[''],,['']

CC374915383J00125493809,招商经理,源动力企业管理集团股份有限公司,https://company.zhaopin.com/CZ374915380.htm,https://fileihr.zhaopin.com/037/491/037491538/logo/812382b4-e9c8-4242-8ecb-559fa4bfabea.jpg,股份制企业,济南,中专,10K-15K,"['每年多次调薪', '全勤奖', '带薪年假', '年终分红', '绩效奖金']",,[''],,['']

CC156387615J00139607414,销售代表,北京瑞达恒建筑咨询有限公司,http://special.zhaopin.com/2017/bf/1111237/bjrd083191,http://campusimage.zhaopin.com/pic/cimg/Company/A//107091589900_100x100.jpg,民营,北京-西城区,大专,7K-14K,"['周末双休', '五险一金', '带薪年假', '员工旅游', '定期团建']",,[''],,['']

CC447375014J00155603512,JAVA+python智能开发实习生,中青才智教育投资(北京)有限公司,http://special.zhaopin.com/bf/2014/zgcrjy120485,https://fileihr.zhaopin.com/044/737/044737501/logo/43b53d2e-feb8-4e74-b084-f1efa4585b6d.jpg,国企,哈尔滨,大专,8K-16K,"['五险一金', '年底双薪', '加班补助', '全勤奖', '房补']",22,['五险一金年底双薪加班补助全勤奖房补带薪年假员工旅游'],"【招收岗位】
：

1、?Java+大数据软件开发工程师签约实习生
2、 AI人工智能+Python开发工程师签约实习生

【任职要求】：

1、大专及以上学历，计算机（网络)、电子信息、软件工程、（电气）自动化、测控、生仪、机电、数学或英语等专业。
2、有计算机语言基础者优先，如：C语言、Java、.Net、PHP等；

【职业背景】

1、?Java+大数据——Java已经连续21年位居热门编程语言之首。在薪酬待遇方面，远高于其他程序员。Java+大数据开发工程师平均待遇目前平均薪资在21000元左右。
2、人工智能+ Python——人工智已经走进我们的生活，来得有些突然，以至于目前国内大学还没有开设人工智能专业，一名入门级的AI工程师月薪轻松就可以拿到15K，中、高级工程师，企业更是给出30万到150万的年薪；Python非常适合AI开发，它更接近自然语言，编程简单,?速度超快，它能够把各种模块很轻松地联结在一起,开发人员不必重复造轮子，像搭积木一样就可以完成绝大部分工作， 非常适合初学编程者。

未来将是人工智能的天下，越来越多的工作都将被人工智能替代！如果你够睿智，就算是壮士断腕，也要毅然决然地走进
“人工智能”，四年后，当第一期AI大学生进入这一领域时，你已经年薪百万，已经是他们的总监、是他们的CEO了。

人工智能时代刚刚拉开帷幕，现在加入，你就是下一个技术时代的王者。
【温馨提示】：
每日简历投递量较大，欢迎主动与电话（微信）壹八九壹零八四一八零二
预约！
北京中关村软件园欢迎您！",['']

CC334373986J90250012000,JAVA开发工程师,西安能控安远信息技术有限公司,https://company.zhaopin.com/CZ334373980.htm,http://company.zhaopin.com/CompanyLogo/20160425/D6E9C9D3741A4783A558E81466ACD93A.jpg,民营,西安,大专,6K-8K,"['五险一金', '年底双薪', '绩效奖金', '加班补助', '带薪年假']",,[''],,['']

CZ646533330J00129490212,产品经理,山东潍水田园农业发展有限公司,https://company.zhaopin.com/CZ646533330.htm,https://fileihr.zhaopin.com/064/653/064653333/logo/b1b39e37-a995-4f59-aa44-818e6a1210e3.png,民营,潍坊,大专,5K-10K,"['公司重点项目', '员工旅游', '节日福利', '免费停车']",,[''],,['']

CC000395625J00134552014,软件工程师（华展汇元）,北京首创股份有限公司,https://company.zhaopin.com/CZ000395620.htm,http://company.zhaopin.com/CompanyLogo/20150709/42D1ABEEBE1E4FE5A661DE90117A7FEF.jpg,上市公司,北京,本科,10K-15K,"['节日福利', '五险一金', '绩效奖金', '餐补', '采暖补贴']",,[''],,['']

CC236253714J00073555209,集团总部直聘+销售管培生+储备经理,北京链家房地产经纪有限公司看丹桥店,https://company.zhaopin.com/CZ236253710.htm,http://campusimage.zhaopin.com/pic/cimg/Company/A//671089218212_100x100.jpg,民营,北京-东城区,本科,6K-8K,"['五险一金', '弹性工作', '节日福利', '绩效奖金', '房补']",,[''],,['']

CC647152324J00378248901,后端产品经理,三盟科技股份有限公司,https://company.zhaopin.com/CZ647152320.htm,http://company.zhaopin.com/CompanyLogo/20160801/AFD1690D91144BA5A5734339E6261532.jpg,上市公司,广州-海珠区,本科,6K-12K,"['周末双休', '五险一金', '节日福利', '带薪年假']",,[''],,['']

