company,city,edu,resumeCount,salary,jobName,detail
苏州肯德基有限公司,盐城-滨海县,本科/不限,1,3.7K-4.5K,管培生/储备干部—滨海（市场/销售/管理）,任职条件：- 20-28岁，性别不限，户籍不限- 全日制本科学历，优秀大专生亦考虑。专业不限（同时欢迎 2019 应届毕业生应聘）- 适应早晚班和高效的工作环境- 学生干部、社团经验、连锁零售服务行业（优衣库、GAP、必胜客、麦当劳、德克士、欧尚、大润发、coco、一点点、七分甜等）兼职/实习经历优先-管理类（人力资源管理、行政管理、市场营销、物理管理、财务管理、会计、文秘）、语言类、电子机械类、旅游管理类专业优先工作职责：值班管理：餐厅营运现场管理，确保员工操作标准度和现场营运的顺利；品质管理：对产品制作各环节进行有效管理，保证食品安全；设备管理：制定并执行餐厅设备设施的保养计划，与设备维修工程师互动，保证餐厅生产设备持续有效运转；排班管理：通过营运系统大数据的反馈，合理安排员工的工作时间，确保充足合理的现场人力；订存货管理：结合系统的数据反馈与营业额预估，科学订货；并结合食品安全要求，合理管控库存；人员训练与发展：制定员工招募、培训计划，推动员工技能提升，规划员工职业生涯；团队管理：预测整合、配置资源、提升个人领导力，打造攻坚团队；效能提升：通过营运系统对相关指标进行分析、管控，有效管控成本，达成最优利润。个人成长： ★ 快速的成长晋升通路：肯德基商学院和必胜客管理学院以688为晋升模式，两年内三级跳，将毫无经验的职场新人，培养成为餐厅经理的。★ 餐厅经理是我们最重要的领导者：第一线带领团队，全面管理餐厅的营运、销售、利润，人员。充分授权，独立经营一家时尚餐厅。-职业发展：★ 职场不将就：公平公正晋升制度，两年职场三连跳。飙升餐厅经理，年轻活力的团队，让职场生涯不将就。-企业文化： ★环境：时尚、极具数字化体验★老板：平等开放的沟通方式★氛围：朋友一样的氛围，尽情自在的工作环境 薪资福利★灵活公平的薪酬：- 月薪+季度绩效奖金，首年年薪约4.5万 - 5万起- 每年进行绩效调薪★完善贴心的福利：- 五险一金？必须有！还有额外商业医疗保险（子女也可以享受哦）- 工作节奏快？除了每周休息2天，另有带薪年假10天（入职当年即享有）起，让你获得充分放松- 工作压力大？年度大型主题趴、每年N次户外旅游、员工家族活动、员工生日惊喜趴……让你参加到腿软！- 初来乍到心发慌？各种主题工作室教你如何轻松处理工作，更有机会和市场总经理面对面，详解公司战略，确定奋进目标！★更多选择的工作地点：市内及周边餐厅（未来可提供跨地区转调机会）我们提供极具竞争力的薪资，并会定期评估其市场竞争力。同时，以业绩为核心的奖金方案，更好地实现激励与授权。除了国家规定的福利外，餐厅经理享受特别定制的福利。满一年，授予YUMC限制性股票，成为公司的股东。满两年，可以享受全家健康关怀计划（本人、配偶、子女，父母，配偶父母）满三年，享受补充购房福利计划（免息贷款、利息补贴）。
山东领信信息科技股份有限公司,济南-高新区,本科/3-5年,3,15K-20K,高级java开发工程师,岗位职责：1. 负责公司业务相关系统的开发和维护；2. 根据公司产品需求，做相关技术攻关和技术预研。岗位要求：1. java基础扎实：熟练掌握数据结构、多线程编程，掌握常用的设计模式；熟悉JVM，包括内存模型、类加载机制以及性能优化；2. 精通spring mvc、orm框架（mybatis或hibernate）；熟悉mysql等数据库;能独立完成统计类Sql语句；3. 熟悉常见的中间件、分布式解决方案及其原理：分布式缓存、SOA、消息中间件，连接池等；4. 具有良好的沟通表达能力和团队协作能力，对项目设计有一定的见解；5. 对大数据、区块链有了解者优先；6. 有Hyperledger Fabric 平台项目开发经验者优先；7.专科学历工作经验丰富，技能过硬亦可。PS:能适应长期出差者优先考虑
驰锐集团,东莞,大专/无经验,1,5K-10K,品牌顾问（带薪培训+高薪资）,驰锐集团在2005年创业初期以互联网业务为主，于2010年正式进入知识产权行业。随着“互联网+”概念逐渐被热捧，驰锐集团于2014年提出更加贴合企业实际的“+互联网”概念，并于同年9月正式投入“知得失品牌安全卫士”人工智能平台的研发，依托互联网大数据，为企业打造了“知识产权+互联网+法律”三维一体的品牌安全壁垒。详情可点击  知得失网址：http://www.ipzds.cn岗位职责：1、经过公司系统的培训，熟悉公司业务流程，了解公司大数据平台操作及运用；2、开发新客户，利用互联网大数据平台，分析企业品牌现状，了解客户需求，达成合作； 3、维护客户档案，对客户需求进行定期追踪，为客户提供持续服务； 4、根据市场数据分析报告，改善销售策略，提高客户满意度。任职资格：1、大专或以上学历，专业不限；2、热爱互联网、电子商务行业，保持学习热情和较强的学习能力；3、具备互联网、金融、房地产、知识产权等行业实习或销售经验；4、具有良好的团队精神，有挑战高薪的决心和信心。公司福利待遇：1、薪资结构：无责任底薪+丰厚的提成（无上限）+绩效奖金。2、保险福利：社会保险、绩效奖金、业绩奖金、年终奖、各节日礼品发放等福利；3、节假日：带薪享受所有国家法定节假日安排；带薪享受年假、婚假、产假、丧假等；4、员工活动：部门聚餐、节日晚会、旅游、集体运动会、知识竞赛等活动；5、培训学习：所有员工一经录用将享受带薪岗前培训，并获得“内训授课+经理带教+实践操作+参与挑战性项目跟进”等全方位的学习机会；6、员工发展：注重人才发展，注重内部提拔，清晰的职业规划，合理完善的晋升机制，广阔的发展平台。工作地址：东莞市东城区万达中心812房招聘热线：*************
青岛迪迪网络科技有限公司,北京,大专/3-5年,4,10K-20K,客户经理,岗位背景：1.业务场景：车联网大数据中心、车联网运营支撑平台、汽车后服务市场全产业链；2.公司实力：成立七年、员工200+、汽车后服务市场国内前三；3.产品介绍：大数据车联网平台（PC）、易车行（APP）、微信端用户登录平台、ERP系统、汽车金融、硬件+车保；4.客户渠道：集团车行、4S店、汽车行业渠道销售。岗位职责：1.完成公司月度、季度、年度销售任务；2.开发并维护车行渠道客户，洽谈GPS合作业务；3.市场竞品分析，定期反馈。任职要求：1.专科及以上学历，市场营销、汽车等相关专业，形象气质佳；2.一年以上4S店、汽车精品等相关行业渠道开发、维护经验，在职期间业绩突出；3.情商高并善于处理客户关系，超强的商务洽谈能力，洞察力、抗压力学习能力强、思维敏捷，对工作有激情并富有创新意识，对汽车行业市场有较高的敏感度；4.具备团队合作精神，善于沟通协调，计划与执行能力、内在驱动力强，工作目标导向清晰；5.能够适应省内外出差工作性质。薪酬福利：1.底薪4500-5000+补贴（餐费、话费、交通）+提成20-60万/年2017年公司销冠年度提成约100万（不含底薪）+超额完成任务奖励60万标准汽车一辆（自选车型）2.签订劳动合同，缴纳五险一金；3.丰富员工活动，健身、羽毛球、游泳、爬山、聚餐、K歌、真人CS团队作战、优秀团队奖励、国内外旅游... ...4.迪迪基金让你在公司购房无忧、医疗得到最大保障。培训发展：1.公司提供完善的岗前入职培训（公司简介、战略规划方向、产品、各部门基础业务介绍、岗位职责明确等）、岗中培训（市场分析、销售技能提升、客户分析、案例分析、模拟演练等）；2.青岛总部定期全脱产培训、线上移动端远程培训学习、户外拓展活动等方式相结合；3.业务晋升线：客户经理（专员/主管）-资深客户经理-营销总监管理晋升线：客户经理（专员/主管）-城市经理（团队管理）-公司合伙人
南京赢想力信息技术有限公司,南京,大专/1年以下,0,6K-8K,网络销售专员/经理5K+,岗位职责1、利用网络、电话等线上渠道推广公司产品，有网络销售技巧，熟悉互联网络和使用网络交流工具。2、通过网络、电话接受客户咨询，开发客户意向客户跟踪洽谈，建立客户档案；3、工作积极主动、踏实认真，较强的学习能力，可快速掌握专业知识；4、熟练使用各种办公软件如PPT、EXCEL、WORD等。5、完成上级领导安排的其他工作。6、无出差任务。任职要求1、男女不限，专科及以上学历，有网络销售经验者优先。2、熟悉智能交通行业，有大数据等产品销售优先；3、善于沟通，普通话标准，有较好的语言表达能力，逻辑思维清晰。4、工作主动性强，有团队合作精神； 
青岛鸣格电子商务有限公司,青岛,不限/1-3年,0,3K-5K,电商美工、设计,岗位职责：1、负责产品图片精修、宝贝爆款详情页的设计、店铺首页促销页面设计、活动页面设计；2、推广图片创意设计，促销活动专题页面设计及其他创意性设计；3、负责店铺整体VI视觉呈现及优化。 任职要求：1、绘画、设计等相关专业大专以上学历；   2、有大家电、食品类目设计经验者优先考虑；   3、一年以上电商设计等相关工作经验；   4、熟练使用Photoshop、AI、DW等流行设计软件，熟练使用手绘软件加分；   5、具有较高的设计表现力和创意能力，创意独特、思维活跃、逻辑清晰、表达能力强；   6、做事认真、细致、执行力强，具备良好的团队合作意识；   7、善于竞品分析、页面分析工作。    温馨提示：面试请携带作品，薪资待遇根据个人能力而定，面谈。     公司福利一、五险一金+餐补+各类奖金      二、免费培训    1.培训内容50余种；（我们自身就是做电商培训的）    2.培训内容覆盖：管理、职场素养、运营、文案、推广、视觉、大数据、直通车、钻展、京东快车、新平台、沟通技巧等；    3.Boss直接授课+公司运营大佬授课    4.面向全员开放。    三、地处市北区中心位置，上下班可乘坐地铁，交通非常方便，轻松的办公环境，年轻化的团队。    四、享受一切国家法定节假日    五、多样多彩的团队活动    六、宽广的晋升空间公司地址：青岛市市北区山东路171号科技创新大厦15层
北京人合创咨询有限公司,北京,大专/3-5年,75,5K-10K,猎头顾问,***【IT、互联网、大数据、人工智能 猎头顾问】***        工作地点在北京 中关村 知春路 希格玛。                        工作内容：         1.根据客户需求开展候选人的搜寻、筛选、面试、offer谈判、入职跟踪等作；                        2.有能力的话，还可：客户开发BD、HR对接、客户关系维护、顾问团队培训指导和管理等。                         岗位要求：         1.如无猎头经验：期望你有2年以上工作经验，结果导向；有激情；能坚持！                     2.如有猎头经验：1年以上猎头经验、在产品/运营/设计等职能类职位、Java、C++、PHP、Python、算法、数据、前端、运维等职位方面有一定的积累和心得；原来是其他方向，对IT、互联网等有强烈兴趣者也可； 结果导向；有激情；能坚持！                        3.认同公司的理念和价值观                         4.做事积极主动、沟通能力强（并不一定要能说会道，而是有汇报技巧、保持信息透明畅通、沟通条理性强等等）；                         5.能坚持、遇到困难和挫折坚韧不拔、始终相信猎头工作的价值并能积极调整心态和状态；                         6.乐于学习各种新知识（IT、互联网行业知识、猎头行业知识、销售行业知识以及很多其他有用的相关知识）；                        7.专科或以上学历，专业不限。                         【猎头，帮助优秀的企业找到需要的高级人才。】                         【我们是谁】         北京人合创咨询有限公司：我们是一家专注在IT、互联网职位的猎头公司。我们服务的客户有上市大公司以及高潜力创业IT、互联网公司等。 我们有完善的培训和自由宽松的工作环境。  在目前服务的90%客户中，位列供应商综合排名第一、第二名。                     【公司的一致目标】        做IT、互联网客户最信赖的猎头伙伴、做市场上最专业的IT、互联网猎头顾问。                        我们期望营造一个工作环境舒适、积极向上、互助友爱的氛围。                     【上班地点】        北京 海淀区 中关村 知春路 希格玛公寓 （地铁10号线、13号线 知春路站A口）                         【我们急缺人，所以晋升快！】        晋升步骤：     助理顾问（实习生+年业绩30w以下）-顾问（年业绩30-50w）-高级顾问/团队Leader（年业绩50-80w）-资深顾问/团队经理（年业绩80-300w）                        可直接发/简/历/至 ********************、微信: wx*************、QQ: ********* 
北京高因科技有限公司,成都-高新区,本科/不限,3,8K-15K, 雨燕管培生6.5K起薪+房补+名校同事J10286,居理新房(Julive)——全国最大、口碑最好的新房电商平台作为国内首家数据驱动的新房电商平台，我们的核心业务是向买房人提供全流程免费的高品质新房咨询服务。自2014年成立以来，先后受到了源码资本、K2险峰长青等投资机构的青睐。目前也是业内首家完成B+轮融资的新房电商平台。四年来，公司已经形成了数据和人才的双重竞争壁垒，并积累了领先行业两年的新房大数据营销系统。目前已经领跑房产行业细分赛道——新房电商领域。公司现在已有北京、天津，上海，苏杭，广州，重庆，成都、深圳、郑州、南京等11个分公司，业务遍及12城。在新房领域的这片蓝海里，居理期待和你一起见证优秀，成就彼此。 我们提供的岗位是——房产咨询师！月入过万就满足了？不不不，这只是开始！【我们能给您提供的】1.薪酬体系：基本工资6500+提成【平均2K-9K】+400房补。（基本工资包括无责任底薪5000+绩效1500，试用期按照基本工资80%发放）其中从18年4月开始实施的绩效与业绩无关，只要你有过硬的执行力，就可以全额拿到。2.重量级大奖：公司月度会投入数万元奖励优秀的咨询师，头炮奖、团队奖等应有尽有。另外年度还设置千元现金奖励，年度销冠更有苹果三件套、奔驰宝马等大奖等你来拿。3.多类补贴：每人每月可获得全勤奖+电脑补贴+话费报销+打车报销等。4.福利保障：试用期开始交五险一金+内部员工购房福利+年度体检+年度带薪出游+带薪年假+节假日福利+生日福利+ 每月团建经费。5.全职业生命周期的培训培养体系：从新人到管理者的每个阶段，均有完善的培训课程，且每个新人均配备资深导师进行入职引导及在职指导。①专业培训：入职初期，统一安排约两周的集中带薪培训，从地产行业的专业知识到营销咨询的业务技巧全方位覆盖。②引导人制度：资深的咨询师作为入职引导人一对一辅导，直到新员工可以独立且成功的为用户提供完整的咨询服务。③入组培训机制：对于新员工安排入组孵化，即由主管全面培育和孵化，帮助新人达到转正标准实现咨询师转正。④线上自主学习平台——猫头鹰学院，线上培训课程，让学习无处不在。 6.两条个性化晋升通道：专业通道Or 管理通道①专业通道：C1（底薪10万/年） 到C7（底薪30万/年）；②管理通道：咨询师→咨询主管→咨询经理→城市经理→大区经理 。从新人到管理者平均晋升周期为9-12个月，每月均会组织一次管理者公开竞聘。公司有刚转正就做到主管的超强实力新人，有95年的城市经理，你希望自己成为哪一类？7.丰富多彩的员工活动：公司专门设立员工满意部，为员工提供茶歇、零食、甜点等福利，同时还有员工自发组织的读书、撸猫、篮球、健身等各种兴趣小组，让你上班不枯燥，下班不单调！8.工作环境：办公室均入驻高档写字楼，办公环境宽敞明亮，舒适整洁；公司互联网扁平化管理，氛围轻松融洽。9、公司团队：咨询师团队是一支十分具有活力的90后团队；全本科及以上学历的优秀同事，80%的咨询师毕业于一本院校，你必定可以从周围的人身上获益匪浅！    【我们需要这样的你】1、来自一本及以上院校，统招本科及以上学历【我们的小伙伴34%以上来自海外和国内优秀高校，我们非常期待这样你加入我们，一同成长】；2．认为自己有不错的亲和力、沟通能力和逻辑思维能力；3．有良好的抗打击能力，愿意和一群加班狂一起工作(我们不时会出外勤，跑遍全城~)；4．渴望高收入、渴望在大城市有自己的立足之地；5．渴望和一群优秀的同事一起工作，让自己也变得同样优秀（真正公平、公开和谐的工作氛围）；6．一颗不安分的心、一颗能披荆斩棘的心、一颗热爱沟通的心； 【你要为公司做什么】1.专注提升自己的业务能力，根据从公司分配的客户的实际需求为他们提供专业化的咨询、陪同客户看房，提供专业购房建议，服务用户购房全流程；2. 维护“居理咨询师”的品牌形象，传递公司良好形象和价值（这一点我们极其重视，客户第一！），追求用户的高满意度；3. 进行市场分析及楼盘调研，发表专业的楼盘测评、维护楼盘数据（不熟悉操作也没关系，我们的入职培训以及引导人会耐心的帮你学习，一同成长）；4. 完成每月既定的任务目标，我们看中具体的结果，也注重实现结果的过程——精致专业的服务（追求极致的客户满意度）良禽择木而栖，我在居理新房等你！
杭州大搜车汽车服务有限公司,杭州,本科/5-10年,1,25K-35K,算法专家 07-01-36*,【岗位职责】1.研究和开发以深度学习为核心的算法模型。2.研究开发各种图像视频算法，包括ocr文字识别，目标检测，模糊图片处理等。3.研究开发各种自然语言处理算法，包括多轮对话，命名实体识别，知识库挖掘等。4.沉淀算法平台，开发推荐，客服，OCR识别等人工智能产品，用AI为业务赋能。【任职要求】1. 计算机相关专业本科及以上学历，5年及以上相关经验；2.在以下一个或多个领域达到专家级水平：机器学习、深度学习、自然语言处理、对话机器人、图像处理、视频处理；3.优秀的算法和编程能力，熟悉搜索、排序、图等通用算法，精通java或Python等。熟悉大规模数据处理平台Hadoop/Spark等。熟悉主流深度学习工具TensorFlow/Caffe/MXNet/Theano等；4.善于突破既有框架做出改变，善于运用有限资源针对具体问题拿到结果。对于把大数据和人工智能技术能够应用到实际业务场景产生商业价值具有强烈的热情。
驰锐集团,东莞,不限/不限,3,8K-15K,大客户顾问,岗位职责：1、经过公司系统的培训，熟悉公司业务流程，了解公司大数据平台操作及运用；2、学习企业品牌发展基本要素，利用互联网大数据平台，分析企业品牌现状，了解客户需求，达成合作；3、维护集团、上市企业等大客户资源，对客户需求进行定期追踪，为客户提供持续服务；4、开发及维护行业协会资源，与协会达成战略合作，并进行协会客户的维护工作；5、根据市场数据分析报告，改善销售策略，提高客户满意度。任职资格：1、大专或以上学历，专业不限；2、热爱互联网、电子商务行业，保持学习热情和较强的学习能力；3、具备互联网、金融、房地产、知识产权等行业实习或销售经验；4、具有良好的团队精神，有挑战高薪的决心和信心。5、拥有一定的客户资源，公司线上大数据平台及线下专业服务团队，可帮助您把资源最大化；福利待遇：     1、薪     酬：固定底薪+高提成+完成任务奖金+团队奖金+旅游，月薪过万，上不封顶！     2、五     险：养老保险、医疗保险、失业保险、工伤保险、生育保险，部分岗位购买意外保险；     3、节 假 日：带薪享受所有国家法定节假日安排，春节、清明、五一劳动节、中秋节、国庆节等法定节假日；带薪享受：年假、婚假、产假、丧假等假期；     5、员工活动：每月享受员工聚餐、节日晚会、免费旅游活动、集体运动会、知识竟赛、优秀员工表彰活动等；     6、培训学习：所有员工一经录用将享受带薪岗前培训，并获得“内训授课+经理带教 +实践操作+参与挑战性项目跟进”等全方位的学习机会；     7、员工成长：公司所有管理人员均为公司内部员工提拨，员工—主管—经理—总监。          欢迎有梦想、有激情、勤奋、敢于挑战自己的精英加入！     公司网站：http://www.ipzds.cn
贝壳找房,广州-南沙区,大专/不限,2,8K-10K,南沙区链家/底薪5000+/置业顾问/管培生,岗位职责选择南沙，你值得拥有：1、南沙区作为粤港澳大湾区地理几何中心，南沙路网建设总的目标是：通过构建高铁、城际、地铁、高快速路相互衔接的路网体系，用三年时间初步建成“半小时交通圈”，力图打造广州第二个“珠江新城”。2、南沙区充分利用优美的生态环境和独特的岭南水乡文化，以营造一流的人居环境为指引，加快共建粤港澳优质生活圈步伐，将南沙区打造成为珠江口宜居湾区优质生活圈。【岗位职责】1、了解客户的相关背景情况，为客户提供房产咨询服务，并为其设计切实可行的购房和租房方案；2、维护网络端口房源数据，更新公司内部房源信息系统房源数据；3、拜访客户，实勘，上图，带看，设计买卖方案；4、房屋交易合同签订；合同签订后续跟进；5、参与链家集团制定的学习计划，不断提升专业技能。 【职位要求】1、统招专科或以上学历；年龄 20-40岁；2、沟通能力好，形象气质好；3、刻苦耐劳，有强烈的进取心，责任心，有一定的抗压能力；4、该岗位接受实习生/应届生（提供转正机会，需一年之内获取统招专科或以上学历毕业证书；能提供学信网学历认证）；5、实习生均按照正式员工发放薪资及计算提成，享受同等晋升机会 。 【薪酬】★有竞争力的薪酬：试用期底薪4000元+1000元激励金+高提成(28%-77% 上不封顶)；【福利】★行业牛人带你飞：链家学员全方位系统化培训，师徒制一对一教学，让你从职场小白变大神；★大数据平台支持：贝壳网拥有大量真房源+客源；★人性化的工作时间和地点：时间高度自由，工作地点就近分配门店；★透明的晋升机制：经纪小白——资深经纪人——店经理——商圈经理——总监——城市副总——城市总经理；★便利的线上APP：可移动办公，方便快捷，力求不错过任何一个成交机会；我们是一群充满朝气的团队，牛人大咖们平易近人；同事们有激情、有毅力、有信念、有理想；追得了八卦，服得了客户，这里压力与乐趣并存，如果，你懂得销售 欢迎同时向往美好生活 很欢迎又恰巧对房产行业抱有兴趣 热烈欢迎现在，就等你！ 贝壳找房由链家网升级而来，是以技术驱动的品质居住服务平台，聚合和赋能全行业的优质服务者，打造开放的品质居住服务生态，致力于为两亿家庭提供包括二手房、新房、租赁和家装等全方位居住服务。不远的将来，贝壳找房将覆盖全中国超过300个城市，服务超过2亿的社区家庭，连接100万职业经纪人和10万家门店，赋能超过100个品牌。贝壳使命：推动行业正循环，更好服务每个家庭贝壳愿景：成为连接两亿家庭的品质居住服务平台工作地点：广州市南沙区就近分配面试地点：广州市天河区珠江新城珠控国际中心6楼【温馨提示】：由于简历量比较多，如有意向可直接联系贝壳找房HR余小姐***********，微信与手机同号，减短您的等待时间！
上海链家房地产经纪有限公司,上海,本科/无经验,3,8K-12K,带明星看房-陆家嘴豪宅销售顾问/底薪6k+安排住宿,"由于简历量较大，请针对职位投递一份简历即可，联系HR支文娟：18516176702（微信），15021180581（电话）；电话可优先安排面试哦！集团简介：链家集团，成立于2001年，是一家集房产交易服务、资产管理服务为一体以数据驱动的全价值链房产服务平台，业务覆盖二手房交易、新房交易、租赁、装修服务等。链家目前已覆盖北京、上海、广州、深圳、天津、成都、青岛、重庆、大连、合肥、无锡等32个地区，全国门店数量约8000家，旗下经纪人超过15万名。为不断提高购房服务体验，链家积极布局线上平台。目前线上已覆盖PC端、链家APP、链家网手机版等终端，是具备集房源信息搜索、产品研发、大数据处理、服务标准建立为一体的房产服务平台。平台为买卖双方用户提供全面真实的房产相关信息及咨询服务，并不断提高服务效率、提升服务体验，希望为用户提供更安全、更便捷、更舒心的综合房产服务。链家的愿景是希望通过持之以恒的创新以及新技术的探索和运用，建立和有效管理高质量的房地产服务标准，推动行业进步。区域简介：陆家嘴大区是上海链家主做高端的一个板块，租赁标的从五千到四万不等，买卖五百万到五千万，陆家嘴位于上海市浦东新区的黄浦江畔，隔江面对外滩，主营高端公寓和海景房，对接户。目前需要招募10名销售菁英，和我们一起并肩作战。岗位职责：1、专注上海2000万以上高端公寓和海景房；2、负责客户的接待、咨询工作，为客户提供专业的房地产置业咨询服务；3、负责公司房源的开发、维护与积累，并与业主建立良好的业务协作关系；4、接受客户预约，陪同看房、拜访、洽谈、签约及过户；5、及时跟进业务进度，与客户建立良好的业务协作关系。薪酬福利：1、薪资待遇：第一个月无责底薪6K+3K绩效,第二个月开始5K+3K绩效；累计达到2万业绩转正，转正后综合薪资15000左右，薪资构成：底薪3K+2K绩效+提成租赁50%，买卖20%-70%；有带薪培训和师傅代教。2、全面房产业务知识培训(房地产法规，交易按揭流程，营销实战技巧等)，全程带薪培训专人一对一指导；3、优秀员工可参加“链家集团MVP”（人才储备计划），助你一步步成为优秀领导者！职业发展：管理职：成为团队的领导者置业顾问→店经理→商圈经理→运营总监→事业总专业职：成为豪宅领域的专家置业顾问→高级置业顾问→资深置业顾问任职资格：1、全日制统招本科及以上学历，年龄20-30周岁之间，性别专业不是问题2、有良好的人际沟通能力，性格外向，具备高度的工作热情且有较强观察能力和应变能力；3、工作积极主动，有较强的抗压和抗挫能力4、做事认真踏实，为人正直诚恳，高度的工作意识，具有良好的团队精神联系方式：联系电话：支小姐 18516176702（微信同号，电话联系优先安排面试）面试地址：上海市静安区南京西路东方有线大厦9楼工作地址：全上海市可就近安排地铁路线：13号线/12号线/2号线南京西路地铁站个人邮箱：266699@sh.lianjia.com"
北京高因科技有限公司,苏州-工业园区,本科/不限,16,8K-15K,顾问式销售：6500起薪+晋升快+高福利+房补+名校同事J10289,居理新房(Julive)——全国最大、口碑最好的新房电商平台作为国内首家数据驱动的新房电商平台，我们的核心业务是向买房人提供全流程免费的高品质新房咨询服务。自2014年成立以来，先后受到了源码资本、K2险峰长青等投资机构的青睐。目前也是业内首家完成B+轮融资的新房电商平台。五年来，公司已经形成了数据和人才的双重竞争壁垒，并积累了领先行业两年的新房大数据营销系统。目前已经领跑房产行业细分赛道——新房电商领域。公司现在已有北京、天津，上海，苏杭，广州，重庆，成都、深圳、郑州、南京、佛山等12个分公司。在新房领域的这片蓝海里，居理期待和你一起见证优秀，成就彼此。 我们提供的岗位是——房产咨询师（管理培训生方向）！月入过万就满足了？不不不，这只是开始！【我们能给您提供的】1、薪酬体系：基本工资6500+满意度奖金+600房补。（基本工资包括无责任底薪5000+绩效1500，试用期按照基本工资80%发放）其中从18年4月开始实施的绩效与业绩无关，只要你有过硬的执行力，就可以全额拿到。2、重量级大奖：公司月度会投入数万元奖励优秀的咨询师，头炮奖、团队奖等应有尽有。另外年度还设置千元现金奖励，年度销冠更有苹果三件套、奔驰宝马等大奖等你来拿。3、多类补贴：每人每月可获得全勤奖+电脑补贴+话费报销+打车报销等。4、福利保障：试用期开始交五险一金+内部员工购房福利+年度体检+年度带薪出游+带薪年假+节假日福利+生日福利+ 每月团建经费。5、全职业生命周期的培训培养体系：从新人到管理者的每个阶段，均有完善的培训课程，且每个新人均配备资深导师进行入职引导及在职指导。①专业培训：入职初期，统一安排约两周的集中带薪培训，从地产行业的专业知识到营销咨询的业务技巧全方位覆盖。②引导人制度：资深的咨询师作为入职引导人一对一辅导，直到新员工可以独立且成功的为用户提供完整的咨询服务。③入组培训机制：对于新员工安排入组孵化，即由主管全面培育和孵化，帮助新人达到转正标准实现咨询师转正。④线上自主学习平台——猫头鹰学院，线上培训课程，让学习无处不在。6、两条个性化晋升通道：专业通道Or 管理通道①专业通道：C1（底薪10万/年） 到C7（底薪30万/年）；②管理通道：咨询师→咨询主管→咨询经理→城市经理→大区经理 。从新人到管理者平均晋升周期为9-12个月，每月均会组织一次管理者公开竞聘。公司有刚转正就做到主管的超强实力新人，有95年的城市经理，你希望自己成为哪一类？7、丰富多彩的员工活动：公司专门设立员工满意部，为员工提供茶歇、零食、甜点等福利，同时还有员工自发组织的读书、撸猫、篮球、健身等各种兴趣小组，让你上班不枯燥，下班不单调！8、工作环境：办公室均入驻高档写字楼，办公环境宽敞明亮，舒适整洁；公司互联网扁平化管理，氛围轻松融洽。9、公司团队：咨询师团队是一支十分具有活力的90后团队；全本科及以上学历的优秀同事，80%的咨询师毕业于一本院校，你必定可以从周围的人身上获益匪浅！ 【我们需要这样的你】1、来自一本及以上院校，统招本科及以上学历【我们的小伙伴34%以上来自海外和国内优秀高校，我们非常期待这样你加入我们，一同成长】；2、认为自己有不错的亲和力、沟通能力和逻辑思维能力；3、有良好的抗打击能力，愿意和一群加班狂一起工作(我们不时会出外勤，跑遍全城~)；4、渴望高收入、渴望在大城市有自己的立足之地；5、渴望和一群优秀的同事一起工作，让自己也变得同样优秀（真正公平、公开和谐的工作氛围）；6、一颗不安分的心、一颗能披荆斩棘的心、一颗热爱沟通的心； 【你要为公司做什么】1、专注提升自己的业务能力，根据从公司分配的客户的实际需求为他们提供专业化的咨询、陪同客户看房，提供专业购房建议，服务用户购房全流程；2、维护“居理咨询师”的品牌形象，传递公司良好形象和价值（这一点我们极其重视，客户第一！），追求用户的高满意度；3、进行市场分析及楼盘调研，发表专业的楼盘测评、维护楼盘数据（不熟悉操作也没关系，我们的入职培训以及引导人会耐心的帮你学习，一同成长）；4、完成每月既定的任务目标，我们看中具体的结果，也注重实现结果的过程——精致专业的服务（追求极致的客户满意度） 【公司地点1】：苏州市工业园区渠诚大厦（松涛街站）
